,연,월,일,시간대,요일,기온,강수량,풍속,습도,적설량,미세먼지,초미세먼지,공휴일,통화건수
11669,2018,01,30,13,화,-1.3,0.0,2.0,35.0,0.0,34.0,23.0,0,27.0
11670,2018,01,30,14,화,-1.1,0.0,2.1,46.0,0.0,34.0,23.0,0,25.0
11671,2018,01,30,15,화,-1.6,0.0,2.5,55.0,0.0,34.0,23.0,0,37.0
11672,2018,01,30,16,화,-2.2,0.0,1.7,76.0,0.0,34.0,23.0,0,70.0
11673,2018,01,30,17,화,-2.4,0.0,0.3,85.0,0.6,34.0,23.0,0,91.0
11674,2018,01,30,18,화,-2.3,1.4,0.4,91.0,2.0,34.0,23.0,0,157.0
11675,2018,01,30,19,화,-1.7,0.0,1.1,91.0,3.0,34.0,23.0,0,175.0
11676,2018,01,30,2,화,-10.6,0.0,1.0,40.0,0.0,34.0,23.0,0,10.0
11677,2018,01,30,20,화,-1.5,0.0,1.7,91.0,3.3,34.0,23.0,0,158.0
11678,2018,01,30,21,화,-1.6,1.5,1.3,91.0,3.5,34.0,23.0,0,147.0
11679,2018,01,30,22,화,-1.7,0.0,1.2,85.0,3.5,34.0,23.0,0,133.0
11680,2018,01,30,23,화,-1.7,0.0,1.0,83.0,3.5,34.0,23.0,0,70.0
11681,2018,01,30,3,화,-10.7,0.0,1.4,42.0,0.0,34.0,23.0,0,10.0
11682,2018,01,30,4,화,-11.1,0.0,1.2,50.0,0.0,34.0,23.0,0,5.0
11683,2018,01,30,5,화,-11.3,0.0,1.6,53.0,0.0,34.0,23.0,0,0.0
11684,2018,01,30,6,화,-11.2,0.0,0.9,53.0,0.0,34.0,23.0,0,0.0
11685,2018,01,30,7,화,-11.3,0.0,0.9,57.0,0.0,34.0,23.0,0,0.0
11686,2018,01,30,8,화,-11.1,0.0,0.7,61.0,0.0,34.0,23.0,0,0.0
11687,2018,01,30,9,화,-9.9,0.0,0.8,49.0,0.0,34.0,23.0,0,0.0
11688,2018,01,31,0,수,-1.7,0.0,0.8,83.0,3.5,37.0,24.0,0,39.0
11689,2018,01,31,1,수,-1.6,0.0,1.1,81.0,3.5,37.0,24.0,0,12.0
11690,2018,01,31,10,수,-2.3,0.0,1.7,63.0,3.2,37.0,24.0,0,15.0
11691,2018,01,31,11,수,-1.5,0.0,2.5,46.0,3.0,37.0,24.0,0,25.0
11692,2018,01,31,12,수,-1.0,0.0,2.7,35.0,3.0,37.0,24.0,0,37.0
11693,2018,01,31,13,수,-0.8,0.0,2.6,39.0,2.8,37.0,24.0,0,37.0
11694,2018,01,31,14,수,-0.7,0.0,2.7,33.0,2.5,37.0,24.0,0,31.0
11695,2018,01,31,15,수,-0.5,0.0,2.3,30.0,2.2,37.0,24.0,0,51.0
11696,2018,01,31,16,수,-0.1,0.0,1.6,29.0,1.8,37.0,24.0,0,69.0
11697,2018,01,31,17,수,-0.9,0.0,2.8,34.0,1.8,37.0,24.0,0,101.0
11698,2018,01,31,18,수,-1.8,0.0,2.1,35.0,1.6,37.0,24.0,0,153.0
11699,2018,01,31,19,수,-2.2,0.0,2.2,36.0,1.6,37.0,24.0,0,137.0
11700,2018,01,31,2,수,-1.6,0.0,1.4,80.0,3.5,37.0,24.0,0,17.0
11701,2018,01,31,20,수,-2.6,0.0,3.1,36.0,1.6,37.0,24.0,0,123.0
11702,2018,01,31,21,수,-3.4,0.0,0.9,40.0,1.6,37.0,24.0,0,124.0
11703,2018,01,31,22,수,-4.2,0.0,1.0,48.0,1.6,37.0,24.0,0,113.0
11704,2018,01,31,23,수,-4.7,0.0,1.3,53.0,1.6,37.0,24.0,0,66.0
11705,2018,01,31,3,수,-2.2,0.0,1.0,83.0,3.5,37.0,24.0,0,10.0
11706,2018,01,31,4,수,-2.4,0.0,1.5,82.0,3.5,37.0,24.0,0,10.0
11707,2018,01,31,5,수,-2.8,0.0,0.6,83.0,3.5,37.0,24.0,0,0.0
11708,2018,01,31,6,수,-3.1,0.0,0.7,80.0,3.5,37.0,24.0,0,0.0
11709,2018,01,31,7,수,-3.5,0.0,1.6,83.0,3.5,37.0,24.0,0,0.0
11710,2018,01,31,8,수,-3.6,0.0,1.7,83.0,3.5,37.0,24.0,0,0.0
11711,2018,01,31,9,수,-3.3,0.0,1.2,77.0,3.4,37.0,24.0,0,0.0
11712,2018,02,01,0,목,-5.2,0.0,1.4,56.0,1.6,39.0,25.0,0,22.0
11713,2018,02,01,1,목,-5.4,0.0,1.7,54.0,1.6,39.0,25.0,0,17.0
11714,2018,02,01,10,목,-5.0,0.0,0.5,41.0,1.5,39.0,25.0,0,0.0
11715,2018,02,01,11,목,-2.6,0.0,1.5,33.0,1.4,39.0,25.0,0,15.0
11716,2018,02,01,12,목,-1.1,0.0,1.3,31.0,1.3,39.0,25.0,0,35.0
11717,2018,02,01,13,목,0.3,0.0,3.1,28.0,1.0,39.0,25.0,0,39.0
11718,2018,02,01,14,목,0.8,0.0,3.2,23.0,0.5,39.0,25.0,0,28.0
11719,2018,02,01,15,목,0.7,0.0,3.0,25.0,0.0,39.0,25.0,0,51.0
11720,2018,02,01,16,목,1.1,0.0,2.1,26.0,0.0,39.0,25.0,0,51.0
11721,2018,02,01,17,목,0.3,0.0,2.4,26.0,0.0,39.0,25.0,0,92.0
11722,2018,02,01,18,목,-1.0,0.0,1.9,28.0,0.0,39.0,25.0,0,140.0
11723,2018,02,01,19,목,-1.8,0.0,1.5,32.0,0.0,39.0,25.0,0,150.0
11724,2018,02,01,2,목,-5.5,0.0,2.1,53.0,1.6,39.0,25.0,0,15.0
11725,2018,02,01,20,목,-2.4,0.0,1.0,36.0,0.0,39.0,25.0,0,117.0
11726,2018,02,01,21,목,-3.2,0.0,1.8,47.0,0.0,39.0,25.0,0,109.0
11727,2018,02,01,22,목,-3.9,0.0,1.2,52.0,0.0,39.0,25.0,0,101.0
11728,2018,02,01,23,목,-4.5,0.0,0.4,55.0,0.0,39.0,25.0,0,69.0
11729,2018,02,01,3,목,-6.2,0.0,1.6,57.0,1.6,39.0,25.0,0,15.0
11730,2018,02,01,4,목,-7.1,0.0,1.8,56.0,1.6,39.0,25.0,0,10.0
11731,2018,02,01,5,목,-7.8,0.0,2.3,65.0,1.6,39.0,25.0,0,5.0
11732,2018,02,01,6,목,-8.1,0.0,0.7,59.0,1.6,39.0,25.0,0,5.0
11733,2018,02,01,7,목,-8.7,0.0,0.5,64.0,1.6,39.0,25.0,0,0.0
11734,2018,02,01,8,목,-8.6,0.0,1.0,59.0,1.6,39.0,25.0,0,0.0
11735,2018,02,01,9,목,-7.9,0.0,0.6,50.0,1.6,39.0,25.0,0,0.0
11736,2018,02,02,0,금,-4.9,0.0,1.1,56.0,0.0,51.0,34.0,0,24.0
11737,2018,02,02,1,금,-5.2,0.0,0.9,56.0,0.0,51.0,34.0,0,15.0
11738,2018,02,02,10,금,-4.1,0.0,1.2,43.0,0.0,51.0,34.0,0,15.0
11739,2018,02,02,11,금,-1.4,0.0,1.0,37.0,0.0,51.0,34.0,0,15.0
11740,2018,02,02,12,금,0.9,0.0,1.5,37.0,0.0,51.0,34.0,0,27.0
11741,2018,02,02,13,금,1.6,0.0,2.2,29.0,0.0,51.0,34.0,0,39.0
11742,2018,02,02,14,금,3.2,0.0,2.2,26.0,0.0,51.0,34.0,0,47.0
11743,2018,02,02,15,금,3.6,0.0,2.4,26.0,0.0,51.0,34.0,0,48.0
11744,2018,02,02,16,금,2.9,0.0,3.0,26.0,0.0,51.0,34.0,0,62.0
11745,2018,02,02,17,금,2.0,0.0,2.3,25.0,0.0,51.0,34.0,0,105.0
11746,2018,02,02,18,금,0.5,0.0,3.0,37.0,0.0,51.0,34.0,0,185.0
11747,2018,02,02,19,금,-0.5,0.0,2.5,43.0,0.0,51.0,34.0,0,180.0
11748,2018,02,02,2,금,-5.7,0.0,0.3,59.0,0.0,51.0,34.0,0,15.0
11749,2018,02,02,20,금,-1.3,0.0,2.4,51.0,0.0,51.0,34.0,0,174.0
11750,2018,02,02,21,금,-2.0,0.0,1.7,61.0,0.0,51.0,34.0,0,150.0
11751,2018,02,02,22,금,-2.4,0.0,1.3,63.0,0.0,51.0,34.0,0,175.0
11752,2018,02,02,23,금,-2.6,0.0,2.0,69.0,0.0,51.0,34.0,0,93.0
11753,2018,02,02,3,금,-6.3,0.0,0.9,63.0,0.0,51.0,34.0,0,5.0
11754,2018,02,02,4,금,-6.7,0.0,1.1,65.0,0.0,51.0,34.0,0,5.0
11755,2018,02,02,5,금,-6.8,0.0,0.2,61.0,0.0,51.0,34.0,0,0.0
11756,2018,02,02,6,금,-7.0,0.0,1.3,62.0,0.0,51.0,34.0,0,0.0
11757,2018,02,02,7,금,-7.4,0.0,1.5,62.0,0.0,51.0,34.0,0,0.0
11758,2018,02,02,8,금,-7.4,0.0,2.2,58.0,0.0,51.0,34.0,0,5.0
11759,2018,02,02,9,금,-6.5,0.0,1.2,54.0,0.0,51.0,34.0,0,0.0
11760,2018,02,03,0,토,-2.5,0.0,2.2,69.0,0.0,35.0,20.0,0,34.0
11761,2018,02,03,1,토,-2.3,0.0,3.2,71.0,0.0,35.0,20.0,0,24.0
11762,2018,02,03,10,토,-8.5,0.0,4.0,43.0,0.2,35.0,20.0,0,5.0
11763,2018,02,03,11,토,-7.7,0.0,4.6,41.0,0.2,35.0,20.0,0,25.0
11764,2018,02,03,12,토,-6.0,0.0,3.4,38.0,0.0,35.0,20.0,0,34.0
11765,2018,02,03,13,토,-5.8,0.0,3.7,38.0,0.0,35.0,20.0,0,44.0
11766,2018,02,03,14,토,-5.0,0.0,4.0,31.0,0.0,35.0,20.0,0,42.0
11767,2018,02,03,15,토,-4.5,0.0,4.3,31.0,0.0,35.0,20.0,0,55.0
11768,2018,02,03,16,토,-4.2,0.0,3.5,31.0,0.0,35.0,20.0,0,78.0
11769,2018,02,03,17,토,-5.6,0.0,4.6,32.0,0.0,35.0,20.0,0,142.0
11770,2018,02,03,18,토,-6.6,0.0,4.4,36.0,0.0,35.0,20.0,0,211.0
11771,2018,02,03,19,토,-7.6,0.0,4.8,32.0,0.0,35.0,20.0,0,189.0
11772,2018,02,03,2,토,-3.4,0.0,4.2,82.0,0.0,35.0,20.0,0,10.0
11773,2018,02,03,20,토,-8.5,0.0,4.1,31.0,0.0,35.0,20.0,0,151.0
11774,2018,02,03,21,토,-9.1,0.0,2.7,38.0,0.0,35.0,20.0,0,146.0
11775,2018,02,03,22,토,-9.7,0.0,3.0,45.0,0.0,35.0,20.0,0,143.0
11776,2018,02,03,23,토,-10.0,0.0,2.6,48.0,0.0,35.0,20.0,0,95.0
11777,2018,02,03,3,토,-4.4,0.1,4.3,80.0,0.1,35.0,20.0,0,10.0
11778,2018,02,03,4,토,-5.6,0.0,4.0,74.0,0.2,35.0,20.0,0,10.0
11779,2018,02,03,5,토,-6.3,0.0,3.9,65.0,0.3,35.0,20.0,0,5.0
11780,2018,02,03,6,토,-7.8,0.4,4.8,57.0,0.3,35.0,20.0,0,5.0
11781,2018,02,03,7,토,-8.8,0.0,4.0,58.0,0.3,35.0,20.0,0,0.0
11782,2018,02,03,8,토,-9.5,0.0,3.5,56.0,0.3,35.0,20.0,0,0.0
11783,2018,02,03,9,토,-9.4,0.0,3.3,47.0,0.3,35.0,20.0,0,0.0
11784,2018,02,04,0,일,-10.4,0.0,2.4,49.0,0.0,29.0,20.0,0,40.0
11785,2018,02,04,1,일,-10.5,0.0,3.1,48.0,0.0,29.0,20.0,0,10.0
11786,2018,02,04,10,일,-11.2,0.0,3.5,43.0,0.0,29.0,20.0,0,0.0
11787,2018,02,04,11,일,-9.7,0.0,2.8,37.0,0.0,29.0,20.0,0,31.0
11788,2018,02,04,12,일,-8.3,0.0,1.8,32.0,0.0,29.0,20.0,0,43.0
11789,2018,02,04,13,일,-8.3,0.0,4.0,34.0,0.0,29.0,20.0,0,28.0
11790,2018,02,04,14,일,-7.4,0.0,4.0,33.0,0.0,29.0,20.0,0,38.0
11791,2018,02,04,15,일,-6.4,0.0,4.9,30.0,0.0,29.0,20.0,0,47.0
11792,2018,02,04,16,일,-5.4,0.0,3.6,29.0,0.0,29.0,20.0,0,77.0
11793,2018,02,04,17,일,-5.9,0.0,3.6,27.0,0.0,29.0,20.0,0,123.0
11794,2018,02,04,18,일,-7.0,0.0,4.1,26.0,0.0,29.0,20.0,0,193.0
11795,2018,02,04,19,일,-7.7,0.0,3.3,31.0,0.0,29.0,20.0,0,155.0
11796,2018,02,04,2,일,-10.5,0.0,2.0,49.0,0.0,29.0,20.0,0,10.0
11797,2018,02,04,20,일,-8.2,0.0,3.5,28.0,0.0,29.0,20.0,0,130.0
11798,2018,02,04,21,일,-8.9,0.0,3.2,35.0,0.0,29.0,20.0,0,114.0
11799,2018,02,04,22,일,-9.7,0.0,1.3,45.0,0.0,29.0,20.0,0,117.0
11800,2018,02,04,23,일,-10.3,0.0,2.0,48.0,0.0,29.0,20.0,0,54.0
11801,2018,02,04,3,일,-10.6,0.0,3.7,47.0,0.0,29.0,20.0,0,10.0
11802,2018,02,04,4,일,-11.2,0.0,2.3,47.0,0.0,29.0,20.0,0,10.0
11803,2018,02,04,5,일,-11.5,0.0,3.3,51.0,0.0,29.0,20.0,0,0.0
11804,2018,02,04,6,일,-11.8,0.0,2.4,54.0,0.0,29.0,20.0,0,0.0
11805,2018,02,04,7,일,-12.4,0.0,2.5,54.0,0.0,29.0,20.0,0,0.0
11806,2018,02,04,8,일,-12.8,0.0,2.4,56.0,0.0,29.0,20.0,0,0.0
11807,2018,02,04,9,일,-12.4,0.0,3.8,51.0,0.0,29.0,20.0,0,0.0
11808,2018,02,05,0,월,-10.5,0.0,2.4,52.0,0.0,23.0,14.0,0,15.0
11809,2018,02,05,1,월,-11.2,0.0,1.0,54.0,0.0,23.0,14.0,0,10.0
11810,2018,02,05,10,월,-9.6,0.0,3.7,32.0,0.0,23.0,14.0,0,0.0
11811,2018,02,05,11,월,-8.5,0.0,4.7,27.0,0.0,23.0,14.0,0,15.0
11812,2018,02,05,12,월,-7.8,0.0,4.1,28.0,0.0,23.0,14.0,0,30.0
11813,2018,02,05,13,월,-7.0,0.0,4.2,25.0,0.0,23.0,14.0,0,30.0
11814,2018,02,05,14,월,-6.4,0.0,4.6,24.0,0.0,23.0,14.0,0,25.0
11815,2018,02,05,15,월,-5.7,0.0,4.4,25.0,0.0,23.0,14.0,0,38.0
11816,2018,02,05,16,월,-5.4,0.0,3.4,25.0,0.0,23.0,14.0,0,36.0
11817,2018,02,05,17,월,-6.4,0.0,4.5,28.0,0.0,23.0,14.0,0,84.0
11818,2018,02,05,18,월,-7.6,0.0,3.5,29.0,0.0,23.0,14.0,0,132.0
11819,2018,02,05,19,월,-8.3,0.0,4.1,29.0,0.0,23.0,14.0,0,117.0
11820,2018,02,05,2,월,-11.2,0.0,1.5,55.0,0.0,23.0,14.0,0,15.0
11821,2018,02,05,20,월,-9.1,0.0,3.8,35.0,0.0,23.0,14.0,0,111.0
11822,2018,02,05,21,월,-9.8,0.0,3.9,41.0,0.0,23.0,14.0,0,107.0
11823,2018,02,05,22,월,-10.3,0.0,3.7,43.0,0.0,23.0,14.0,0,114.0
11824,2018,02,05,23,월,-10.5,0.0,2.8,47.0,0.0,23.0,14.0,0,67.0
11825,2018,02,05,3,월,-11.3,0.0,0.6,54.0,0.0,23.0,14.0,0,5.0
11826,2018,02,05,4,월,-11.7,0.0,1.2,51.0,0.0,23.0,14.0,0,5.0
11827,2018,02,05,5,월,-11.6,0.0,2.4,45.0,0.0,23.0,14.0,0,5.0
11828,2018,02,05,6,월,-11.5,0.0,2.3,40.0,0.0,23.0,14.0,0,0.0
11829,2018,02,05,7,월,-11.6,0.0,1.6,44.0,0.0,23.0,14.0,0,0.0
11830,2018,02,05,8,월,-11.5,0.0,2.8,40.0,0.0,23.0,14.0,0,0.0
11831,2018,02,05,9,월,-11.1,0.0,2.4,38.0,0.0,23.0,14.0,0,5.0
11832,2018,02,06,0,화,-10.6,0.0,3.5,47.0,0.0,27.0,17.0,0,18.0
11833,2018,02,06,1,화,-10.9,0.0,3.3,36.0,0.0,27.0,17.0,0,15.0
11834,2018,02,06,10,화,-11.3,0.0,4.2,35.0,0.0,27.0,17.0,0,0.0
11835,2018,02,06,11,화,-9.9,0.0,3.3,32.0,0.0,27.0,17.0,0,20.0
11836,2018,02,06,12,화,-8.2,0.0,2.7,31.0,0.0,27.0,17.0,0,37.0
11837,2018,02,06,13,화,-7.5,0.0,4.3,28.0,0.0,27.0,17.0,0,25.0
11838,2018,02,06,14,화,-7.0,0.0,4.4,26.0,0.0,27.0,17.0,0,42.0
11839,2018,02,06,15,화,-5.9,0.0,3.1,25.0,0.0,27.0,17.0,0,23.0
11840,2018,02,06,16,화,-5.9,0.0,3.5,24.0,0.0,27.0,17.0,0,57.0
11841,2018,02,06,17,화,-6.6,0.0,2.5,29.0,0.0,27.0,17.0,0,100.0
11842,2018,02,06,18,화,-7.6,0.0,3.3,36.0,0.0,27.0,17.0,0,111.0
11843,2018,02,06,19,화,-8.4,0.0,4.0,37.0,0.0,27.0,17.0,0,123.0
11844,2018,02,06,2,화,-11.2,0.0,2.9,36.0,0.0,27.0,17.0,0,5.0
11845,2018,02,06,20,화,-9.6,0.0,2.6,34.0,0.0,27.0,17.0,0,133.0
11846,2018,02,06,21,화,-10.6,0.0,3.1,39.0,0.0,27.0,17.0,0,109.0
11847,2018,02,06,22,화,-11.1,0.0,1.8,43.0,0.0,27.0,17.0,0,102.0
11848,2018,02,06,23,화,-11.8,0.0,1.1,46.0,0.0,27.0,17.0,0,77.0
11849,2018,02,06,3,화,-11.6,0.0,3.2,35.0,0.0,27.0,17.0,0,5.0
11850,2018,02,06,4,화,-12.0,0.0,2.7,36.0,0.0,27.0,17.0,0,10.0
11851,2018,02,06,5,화,-12.3,0.0,2.9,37.0,0.0,27.0,17.0,0,0.0
11852,2018,02,06,6,화,-12.5,0.0,3.4,40.0,0.0,27.0,17.0,0,0.0
11853,2018,02,06,7,화,-12.7,0.0,3.7,41.0,0.0,27.0,17.0,0,5.0
11854,2018,02,06,8,화,-12.7,0.0,3.1,41.0,0.0,27.0,17.0,0,5.0
11855,2018,02,06,9,화,-12.3,0.0,3.7,39.0,0.0,27.0,17.0,0,5.0
11856,2018,02,07,0,수,-12.3,0.0,0.4,47.0,0.0,37.0,25.0,0,27.0
11857,2018,02,07,1,수,-12.3,0.0,1.9,47.0,0.0,37.0,25.0,0,15.0
11858,2018,02,07,10,수,-9.6,0.0,0.7,39.0,0.0,37.0,25.0,0,25.0
11859,2018,02,07,11,수,-7.0,0.0,3.3,28.0,0.0,37.0,25.0,0,20.0
11860,2018,02,07,12,수,-6.0,0.0,2.6,24.0,0.0,37.0,25.0,0,27.0
11861,2018,02,07,13,수,-4.5,0.0,2.6,23.0,0.0,37.0,25.0,0,44.0
11862,2018,02,07,14,수,-3.5,0.0,1.5,20.0,0.0,37.0,25.0,0,40.0
11863,2018,02,07,15,수,-2.1,0.0,2.3,20.0,0.0,37.0,25.0,0,39.0
11864,2018,02,07,16,수,-1.7,0.0,2.0,18.0,0.0,37.0,25.0,0,57.0
11865,2018,02,07,17,수,-2.3,0.0,2.2,20.0,0.0,37.0,25.0,0,90.0
11866,2018,02,07,18,수,-4.0,0.0,2.5,27.0,0.0,37.0,25.0,0,145.0
11867,2018,02,07,19,수,-5.2,0.0,2.6,33.0,0.0,37.0,25.0,0,140.0
11868,2018,02,07,2,수,-12.5,0.0,1.0,50.0,0.0,37.0,25.0,0,10.0
11869,2018,02,07,20,수,-5.8,0.0,2.1,44.0,0.0,37.0,25.0,0,128.0
11870,2018,02,07,21,수,-6.3,0.0,2.2,48.0,0.0,37.0,25.0,0,103.0
11871,2018,02,07,22,수,-6.8,0.0,1.7,50.0,0.0,37.0,25.0,0,98.0
11872,2018,02,07,23,수,-7.6,0.0,1.0,50.0,0.0,37.0,25.0,0,58.0
11873,2018,02,07,3,수,-12.5,0.0,1.5,49.0,0.0,37.0,25.0,0,10.0
11874,2018,02,07,4,수,-13.1,0.0,0.7,54.0,0.0,37.0,25.0,0,10.0
11875,2018,02,07,5,수,-13.0,0.0,0.7,53.0,0.0,37.0,25.0,0,10.0
11876,2018,02,07,6,수,-13.2,0.0,0.5,50.0,0.0,37.0,25.0,0,0.0
11877,2018,02,07,7,수,-13.2,0.0,0.9,56.0,0.0,37.0,25.0,0,0.0
11878,2018,02,07,8,수,-13.3,0.0,0.6,60.0,0.0,37.0,25.0,0,0.0
11879,2018,02,07,9,수,-12.0,0.0,1.3,50.0,0.0,37.0,25.0,0,5.0
11880,2018,02,08,0,목,-8.2,0.0,1.1,50.0,0.0,50.0,35.0,0,28.0
11881,2018,02,08,1,목,-8.5,0.0,1.2,60.0,0.0,50.0,35.0,0,10.0
11882,2018,02,08,10,목,-6.3,0.0,1.3,46.0,0.0,50.0,35.0,0,10.0
11883,2018,02,08,11,목,-3.1,0.0,1.2,39.0,0.0,50.0,35.0,0,15.0
11884,2018,02,08,12,목,-1.5,0.0,1.2,35.0,0.0,50.0,35.0,0,37.0
11885,2018,02,08,13,목,0.3,0.0,1.4,30.0,0.0,50.0,35.0,0,47.0
11886,2018,02,08,14,목,0.9,0.0,2.4,25.0,0.0,50.0,35.0,0,24.0
11887,2018,02,08,15,목,1.4,0.0,2.2,25.0,0.0,50.0,35.0,0,35.0
11888,2018,02,08,16,목,2.0,0.0,2.3,25.0,0.0,50.0,35.0,0,53.0
11889,2018,02,08,17,목,1.5,0.0,1.9,24.0,0.0,50.0,35.0,0,74.0
11890,2018,02,08,18,목,-0.5,0.0,1.7,26.0,0.0,50.0,35.0,0,140.0
11891,2018,02,08,19,목,-1.8,0.0,1.4,35.0,0.0,50.0,35.0,0,136.0
11892,2018,02,08,2,목,-8.3,0.0,0.4,65.0,0.0,50.0,35.0,0,10.0
11893,2018,02,08,20,목,-2.8,0.0,1.5,40.0,0.0,50.0,35.0,0,98.0
11894,2018,02,08,21,목,-3.3,0.0,1.1,42.0,0.0,50.0,35.0,0,103.0
11895,2018,02,08,22,목,-3.9,0.0,0.4,41.0,0.0,50.0,35.0,0,103.0
11896,2018,02,08,23,목,-4.3,0.0,0.7,44.0,0.0,50.0,35.0,0,61.0
11897,2018,02,08,3,목,-8.6,0.0,0.9,64.0,0.0,50.0,35.0,0,15.0
11898,2018,02,08,4,목,-9.0,0.0,0.6,54.0,0.0,50.0,35.0,0,5.0
11899,2018,02,08,5,목,-9.0,0.0,0.4,56.0,0.0,50.0,35.0,0,0.0
11900,2018,02,08,6,목,-9.3,0.0,0.7,61.0,0.0,50.0,35.0,0,0.0
11901,2018,02,08,7,목,-9.6,0.0,1.0,67.0,0.0,50.0,35.0,0,0.0
11902,2018,02,08,8,목,-9.7,0.0,0.8,65.0,0.0,50.0,35.0,0,0.0
11903,2018,02,08,9,목,-8.5,0.0,1.0,55.0,0.0,50.0,35.0,0,5.0
11904,2018,02,09,0,금,-4.6,0.0,0.1,38.0,0.0,64.0,49.0,0,27.0
11905,2018,02,09,1,금,-4.8,0.0,1.1,44.0,0.0,64.0,49.0,0,15.0
11906,2018,02,09,10,금,-1.3,0.0,0.5,34.0,0.0,64.0,49.0,0,5.0
11907,2018,02,09,11,금,-0.2,0.0,0.8,31.0,0.0,64.0,49.0,0,26.0
11908,2018,02,09,12,금,1.6,0.0,0.5,28.0,0.0,64.0,49.0,0,40.0
11909,2018,02,09,13,금,2.6,0.0,0.8,27.0,0.0,64.0,49.0,0,29.0
11910,2018,02,09,14,금,4.0,0.0,0.9,25.0,0.0,64.0,49.0,0,44.0
11911,2018,02,09,15,금,5.0,0.0,1.0,24.0,0.0,64.0,49.0,0,29.0
11912,2018,02,09,16,금,6.0,0.0,1.7,28.0,0.0,64.0,49.0,0,87.0
11913,2018,02,09,17,금,4.8,0.0,3.0,38.0,0.0,64.0,49.0,0,99.0
11914,2018,02,09,18,금,4.1,0.0,2.1,40.0,0.0,64.0,49.0,0,227.0
11915,2018,02,09,19,금,3.3,0.0,1.7,58.0,0.0,64.0,49.0,0,236.0
11916,2018,02,09,2,금,-5.1,0.0,0.9,47.0,0.0,64.0,49.0,0,10.0
11917,2018,02,09,20,금,3.0,0.0,1.9,61.0,0.0,64.0,49.0,0,169.0
11918,2018,02,09,21,금,2.9,0.0,1.0,63.0,0.0,64.0,49.0,0,150.0
11919,2018,02,09,22,금,2.5,0.0,1.1,66.0,0.0,64.0,49.0,0,167.0
11920,2018,02,09,23,금,2.0,0.0,0.7,70.0,0.0,64.0,49.0,0,101.0
11921,2018,02,09,3,금,-5.2,0.0,0.7,48.0,0.0,64.0,49.0,0,5.0
11922,2018,02,09,4,금,-4.4,0.0,0.9,47.0,0.0,64.0,49.0,0,5.0
11923,2018,02,09,5,금,-4.2,0.0,1.1,44.0,0.0,64.0,49.0,0,0.0
11924,2018,02,09,6,금,-4.0,0.0,0.8,41.0,0.0,64.0,49.0,0,0.0
11925,2018,02,09,7,금,-3.6,0.0,0.9,42.0,0.0,64.0,49.0,0,0.0
11926,2018,02,09,8,금,-3.3,0.0,0.9,39.0,0.0,64.0,49.0,0,0.0
11927,2018,02,09,9,금,-2.4,0.0,1.2,36.0,0.0,64.0,49.0,0,0.0
11928,2018,02,10,0,토,1.5,0.0,1.1,71.0,0.0,72.0,44.0,0,47.0
11929,2018,02,10,1,토,1.7,0.0,1.2,71.0,0.0,72.0,44.0,0,20.0
11930,2018,02,10,10,토,1.8,0.0,2.8,73.0,0.0,72.0,44.0,0,5.0
11931,2018,02,10,11,토,2.6,0.0,2.9,62.0,0.0,72.0,44.0,0,23.0
11932,2018,02,10,12,토,2.9,0.0,4.7,53.0,0.0,72.0,44.0,0,45.0
11933,2018,02,10,13,토,2.8,0.0,4.0,31.0,0.0,72.0,44.0,0,47.0
11934,2018,02,10,14,토,2.2,0.0,4.5,24.0,0.0,72.0,44.0,0,39.0
11935,2018,02,10,15,토,2.0,0.0,4.1,20.0,0.0,72.0,44.0,0,39.0
11936,2018,02,10,16,토,0.3,0.0,4.9,17.0,0.0,72.0,44.0,0,91.0
11937,2018,02,10,17,토,-0.9,0.0,5.0,19.0,0.0,72.0,44.0,0,143.0
11938,2018,02,10,18,토,-2.0,0.0,5.6,15.0,0.0,72.0,44.0,0,225.0
11939,2018,02,10,19,토,-3.1,0.0,5.1,14.0,0.0,72.0,44.0,0,165.0
11940,2018,02,10,2,토,1.9,0.0,1.5,71.0,0.0,72.0,44.0,0,15.0
11941,2018,02,10,20,토,-4.4,0.0,5.8,19.0,0.0,72.0,44.0,0,196.0
11942,2018,02,10,21,토,-5.6,0.0,4.1,28.0,0.0,72.0,44.0,0,148.0
11943,2018,02,10,22,토,-6.2,0.0,3.5,32.0,0.0,72.0,44.0,0,130.0
11944,2018,02,10,23,토,-6.7,0.0,2.1,35.0,0.0,72.0,44.0,0,98.0
11945,2018,02,10,3,토,2.0,0.0,1.2,71.0,0.0,72.0,44.0,0,10.0
11946,2018,02,10,4,토,1.9,0.0,1.2,74.0,0.0,72.0,44.0,0,5.0
11947,2018,02,10,5,토,1.8,0.0,2.0,75.0,0.0,72.0,44.0,0,0.0
11948,2018,02,10,6,토,1.6,0.0,1.6,78.0,0.0,72.0,44.0,0,0.0
11949,2018,02,10,7,토,1.6,0.0,1.4,81.0,0.0,72.0,44.0,0,5.0
11950,2018,02,10,8,토,1.6,0.0,1.3,82.0,0.0,72.0,44.0,0,0.0
11951,2018,02,10,9,토,1.6,0.0,2.0,78.0,0.0,72.0,44.0,0,10.0
11952,2018,02,11,0,일,-6.9,0.0,2.1,36.0,0.0,47.0,13.0,0,36.0
11953,2018,02,11,1,일,-7.0,0.0,2.6,38.0,0.0,47.0,13.0,0,23.0
